age_group,area,bedrooms,budget_group,id,income,intent,label,name,price,ptype,segment,text
,55.5,3,affordable,Listing:45135899,,,Listing,45135899,2.31,Nhà phố,,
,123.3,4,mid_range,Listing:45007050,,,Listing,45007050,7.31,Biệt thự,,
,49.6,3,affordable,Listing:44742649,,,Listing,44742649,2.78,Nhà phố,,
,77.9,2,affordable,Listing:42578626,,,Listing,42578626,2.48,Nhà phố,,
,71.2,4,affordable,Listing:44466821,,,Listing,44466821,2.76,Căn hộ,,
,96.1,1,affordable,Listing:44709669,,,Listing,44709669,2.08,Căn hộ,,
,144.7,6,mid_range,Listing:45137809,,,Listing,45137809,7.75,Căn hộ,,
,59.9,1,affordable,Listing:44256714,,,Listing,44256714,2.57,Căn hộ,,
,75.1,2,mid_range,Listing:43827262,,,Listing,43827262,3.91,Biệt thự,,
,58.4,4,affordable,Listing:44186833,,,Listing,44186833,2.83,Đất nền,,
,99.7,2,mid_range,Listing:45110563,,,Listing,45110563,5.96,Nhà phố,,
,69.0,4,affordable,Listing:44416135,,,Listing,44416135,2.26,Căn hộ,,
,80.3,1,affordable,Listing:44742828,,,Listing,44742828,1.9,Căn hộ,,
,239.2,6,luxury,Listing:43284851,,,Listing,43284851,16.19,Căn hộ,,
,44.9,2,affordable,Listing:43825788,,,Listing,43825788,1.88,Căn hộ,,
,100.0,4,mid_range,Listing:45219753,,,Listing,45219753,4.86,Biệt thự,,
,61.2,2,affordable,Listing:45219725,,,Listing,45219725,2.42,Nhà phố,,
,80.0,2,affordable,Listing:45219182,,,Listing,45219182,2.02,Nhà phố,,
,57.9,3,affordable,Listing:43839734,,,Listing,43839734,2.7,Đất nền,,
,311.7,6,luxury,Listing:45217838,,,Listing,45217838,22.5,Nhà phố,,
,97.2,3,mid_range,Listing:44018090,,,Listing,44018090,4.3,Căn hộ,,
,77.0,1,affordable,Listing:45216684,,,Listing,45216684,2.45,Căn hộ,,
,123.0,4,mid_range,Listing:45217453,,,Listing,45217453,6.84,Đất nền,,
,78.2,4,mid_range,Listing:45209882,,,Listing,45209882,3.4,Nhà phố,,
,95.9,3,mid_range,Listing:44794760,,,Listing,44794760,5.08,Căn hộ,,
,50.8,1,affordable,Listing:43999966,,,Listing,43999966,2.67,Căn hộ,,
,98.7,1,affordable,Listing:44416443,,,Listing,44416443,2.43,Nhà phố,,
,45.1,1,affordable,Listing:44400338,,,Listing,44400338,1.63,Căn hộ,,
,63.3,3,affordable,Listing:45080633,,,Listing,45080633,2.75,Nhà phố,,
,97.8,3,mid_range,Listing:43688714,,,Listing,43688714,4.58,Căn hộ,,
,76.4,3,affordable,Listing:45073124,,,Listing,45073124,2.11,Nhà phố,,
,49.8,3,affordable,Listing:45042196,,,Listing,45042196,1.27,Căn hộ,,
,51.2,3,affordable,Listing:44432528,,,Listing,44432528,1.6,Đất nền,,
,107.2,3,mid_range,Listing:43733254,,,Listing,43733254,7.26,Nhà phố,,
,132.7,4,mid_range,Listing:44287640,,,Listing,44287640,6.79,Nhà phố,,
,143.5,4,mid_range,Listing:44398352,,,Listing,44398352,6.76,Nhà phố,,
,54.2,3,affordable,Listing:45212694,,,Listing,45212694,2.62,Nhà phố,,
,66.7,1,affordable,Listing:44085752,,,Listing,44085752,2.1,Căn hộ,,
,130.6,5,mid_range,Listing:44682333,,,Listing,44682333,7.37,Biệt thự,,
,81.5,3,affordable,Listing:44992114,,,Listing,44992114,2.27,Nhà phố,,
,49.4,1,affordable,Listing:45209379,,,Listing,45209379,1.81,Nhà phố,,
,64.7,1,affordable,Listing:45212351,,,Listing,45212351,2.82,Đất nền,,
,48.2,1,affordable,Listing:44878181,,,Listing,44878181,1.7,Căn hộ,,
,51.7,2,affordable,Listing:45211123,,,Listing,45211123,1.95,Nhà phố,,
,86.2,3,mid_range,Listing:45211193,,,Listing,45211193,4.03,Nhà phố,,
,70.1,0,affordable,Listing:45040159,,,Listing,45040159,1.55,Nhà phố,,
,91.5,5,mid_range,Listing:45040121,,,Listing,45040121,4.48,Căn hộ,,
,157.3,4,mid_range,Listing:45210408,,,Listing,45210408,7.84,Căn hộ,,
,121.3,4,luxury,Listing:45043852,,,Listing,45043852,8.12,Đất nền,,
,56.8,2,affordable,Listing:45040043,,,Listing,45040043,1.45,Căn hộ,,
,92.7,4,mid_range,Listing:43880424,,,Listing,43880424,7.59,Căn hộ,,
,56.1,1,affordable,Listing:44986315,,,Listing,44986315,2.3,Căn hộ,,
,73.7,2,affordable,Listing:44186979,,,Listing,44186979,1.69,Căn hộ,,
,50.6,2,affordable,Listing:45210229,,,Listing,45210229,1.7,Căn hộ,,
,61.3,3,affordable,Listing:44976878,,,Listing,44976878,1.46,Biệt thự,,
,50.8,3,affordable,Listing:43349917,,,Listing,43349917,2.37,Căn hộ,,
,87.0,3,affordable,Listing:43776876,,,Listing,43776876,2.83,Biệt thự,,
,40.2,1,affordable,Listing:44466982,,,Listing,44466982,1.52,Đất nền,,
,114.4,2,mid_range,Listing:45206979,,,Listing,45206979,6.12,Biệt thự,,
,62.1,2,affordable,Listing:45207061,,,Listing,45207061,2.68,Căn hộ,,
,98.4,3,mid_range,Listing:44673234,,,Listing,44673234,6.58,Căn hộ,,
,28.6,4,affordable,Listing:44482077,,,Listing,44482077,1.24,Căn hộ,,
,78.8,1,affordable,Listing:45183463,,,Listing,45183463,2.37,Nhà phố,,
,312.5,6,luxury,Listing:44939217,,,Listing,44939217,21.5,Căn hộ,,
,49.0,2,affordable,Listing:45189772,,,Listing,45189772,1.3,Căn hộ,,
,136.4,5,mid_range,Listing:43830855,,,Listing,43830855,6.83,Căn hộ,,
,66.4,2,mid_range,Listing:45197190,,,Listing,45197190,3.23,Căn hộ,,
,46.7,3,affordable,Listing:44786591,,,Listing,44786591,1.95,Căn hộ,,
,84.9,3,affordable,Listing:44757351,,,Listing,44757351,2.51,Căn hộ,,
,60.6,3,affordable,Listing:44202944,,,Listing,44202944,2.99,Căn hộ,,
,106.0,4,mid_range,Listing:44984489,,,Listing,44984489,7.2,Nhà phố,,
,82.4,3,mid_range,Listing:44910889,,,Listing,44910889,5.12,Căn hộ,,
,36.5,3,affordable,Listing:45023942,,,Listing,45023942,2.11,Căn hộ,,
,59.0,0,affordable,Listing:44634121,,,Listing,44634121,2.54,Căn hộ,,
,66.4,1,affordable,Listing:43537036,,,Listing,43537036,2.3,Căn hộ,,
,49.2,0,affordable,Listing:45184650,,,Listing,45184650,1.22,Căn hộ,,
,74.4,2,affordable,Listing:44077990,,,Listing,44077990,2.9,Căn hộ,,
,49.1,1,affordable,Listing:45070787,,,Listing,45070787,1.33,Căn hộ,,
,57.8,0,affordable,Listing:44834862,,,Listing,44834862,2.23,Căn hộ,,
,132.3,4,mid_range,Listing:44796007,,,Listing,44796007,7.89,Căn hộ,,
,114.9,4,mid_range,Listing:44957726,,,Listing,44957726,7.9,Căn hộ,,
,73.2,2,affordable,Listing:44238591,,,Listing,44238591,2.66,Căn hộ,,
,101.9,3,mid_range,Listing:44482740,,,Listing,44482740,5.03,Căn hộ,,
,252.5,6,luxury,Listing:44755067,,,Listing,44755067,18.02,Nhà phố,,
,55.2,2,affordable,Listing:42023574,,,Listing,42023574,2.9,Nhà phố,,
,64.0,1,affordable,Listing:40503273,,,Listing,40503273,2.97,Nhà phố,,
,113.1,4,mid_range,Listing:44006156,,,Listing,44006156,7.09,Căn hộ,,
,59.2,3,affordable,Listing:45153043,,,Listing,45153043,1.77,Căn hộ,,
,62.4,2,affordable,Listing:43927670,,,Listing,43927670,1.44,Nhà phố,,
,94.4,3,mid_range,Listing:45067704,,,Listing,45067704,4.99,Căn hộ,,
,70.8,2,affordable,Listing:44770429,,,Listing,44770429,2.09,Căn hộ,,
,89.0,4,affordable,Listing:42616372,,,Listing,42616372,1.75,Căn hộ,,
,76.4,1,affordable,Listing:45195327,,,Listing,45195327,2.29,Nhà phố,,
,73.1,3,affordable,Listing:44783081,,,Listing,44783081,2.01,Căn hộ,,
,52.6,0,affordable,Listing:44880023,,,Listing,44880023,1.38,Nhà phố,,
,354.0,6,luxury,Listing:45186016,,,Listing,45186016,25.55,Nhà phố,,
,139.1,5,mid_range,Listing:45058996,,,Listing,45058996,6.73,Đất nền,,
,69.7,2,affordable,Listing:44623291,,,Listing,44623291,2.21,Nhà phố,,
,76.8,2,affordable,Listing:44985017,,,Listing,44985017,2.79,Căn hộ,,
,58.7,3,affordable,Listing:45017298,,,Listing,45017298,2.1,Căn hộ,,
,29.5,1,affordable,Listing:45015767,,,Listing,45015767,1.41,Căn hộ,,
,94.2,3,mid_range,Listing:44897529,,,Listing,44897529,5.69,Nhà phố,,
,76.2,4,affordable,Listing:44957970,,,Listing,44957970,2.74,Căn hộ,,
,98.0,4,mid_range,Listing:45112600,,,Listing,45112600,5.22,Căn hộ,,
,109.0,5,mid_range,Listing:45011469,,,Listing,45011469,5.47,Căn hộ,,
,206.1,6,luxury,Listing:45188961,,,Listing,45188961,14.97,Nhà phố,,
,123.9,4,mid_range,Listing:44557949,,,Listing,44557949,6.28,Căn hộ,,
,297.3,6,luxury,Listing:44375534,,,Listing,44375534,23.11,Căn hộ,,
,112.2,5,mid_range,Listing:45148799,,,Listing,45148799,5.8,Đất nền,,
,67.1,3,affordable,Listing:45055698,,,Listing,45055698,2.84,Nhà phố,,
,90.8,2,affordable,Listing:44136516,,,Listing,44136516,1.78,Căn hộ,,
,56.0,3,mid_range,Listing:44617962,,,Listing,44617962,4.35,Biệt thự,,
,286.4,6,luxury,Listing:45077493,,,Listing,45077493,21.69,Căn hộ,,
,147.4,5,mid_range,Listing:45157429,,,Listing,45157429,7.95,Căn hộ,,
,101.6,3,mid_range,Listing:43339881,,,Listing,43339881,6.77,Nhà phố,,
,339.4,6,luxury,Listing:45100152,,,Listing,45100152,25.48,Biệt thự,,
,135.4,4,mid_range,Listing:45060924,,,Listing,45060924,7.86,Căn hộ,,
,75.4,1,affordable,Listing:45100513,,,Listing,45100513,1.9,Nhà phố,,
,37.4,3,affordable,Listing:45100628,,,Listing,45100628,1.28,Nhà phố,,
,80.5,2,mid_range,Listing:45096630,,,Listing,45096630,4.06,Căn hộ,,
,184.6,6,luxury,Listing:45056608,,,Listing,45056608,11.8,Căn hộ,,
,111.7,5,mid_range,Listing:45102262,,,Listing,45102262,7.76,Đất nền,,
,63.0,2,affordable,Listing:44805963,,,Listing,44805963,2.96,Biệt thự,,
,111.8,5,mid_range,Listing:45084852,,,Listing,45084852,4.36,Căn hộ,,
,79.7,4,affordable,Listing:44464018,,,Listing,44464018,2.26,Căn hộ,,
,45.9,1,affordable,Listing:44719109,,,Listing,44719109,1.41,Căn hộ,,
,51.4,2,affordable,Listing:44632413,,,Listing,44632413,1.5,Biệt thự,,
,50.4,2,affordable,Listing:45186848,,,Listing,45186848,1.4,Căn hộ,,
,51.8,2,affordable,Listing:44224180,,,Listing,44224180,1.77,Nhà phố,,
,57.3,3,affordable,Listing:44456711,,,Listing,44456711,1.87,Nhà phố,,
,68.3,3,affordable,Listing:44050394,,,Listing,44050394,2.17,Biệt thự,,
,50.0,1,affordable,Listing:45155376,,,Listing,45155376,2.66,Căn hộ,,
,40.5,2,affordable,Listing:45078531,,,Listing,45078531,2.37,Căn hộ,,
,68.3,1,affordable,Listing:43716508,,,Listing,43716508,2.82,Nhà phố,,
,174.9,6,luxury,Listing:43411750,,,Listing,43411750,13.24,Nhà phố,,
,60.2,3,affordable,Listing:44626653,,,Listing,44626653,1.32,Đất nền,,
,60.2,2,affordable,Listing:45179775,,,Listing,45179775,1.79,Căn hộ,,
,98.0,2,mid_range,Listing:45175567,,,Listing,45175567,4.66,Nhà phố,,
,127.4,4,mid_range,Listing:45177611,,,Listing,45177611,7.15,Căn hộ,,
,51.6,4,affordable,Listing:44847526,,,Listing,44847526,1.45,Nhà phố,,
,108.9,5,mid_range,Listing:44424655,,,Listing,44424655,5.33,Căn hộ,,
,61.4,2,affordable,Listing:44762062,,,Listing,44762062,1.64,Đất nền,,
,62.4,2,affordable,Listing:45133806,,,Listing,45133806,2.23,Căn hộ,,
,57.9,2,affordable,Listing:45133822,,,Listing,45133822,2.27,Căn hộ,,
,355.7,6,luxury,Listing:45017788,,,Listing,45017788,28.74,Biệt thự,,
,84.9,3,mid_range,Listing:44585453,,,Listing,44585453,3.29,Căn hộ,,
,40.5,2,affordable,Listing:44453924,,,Listing,44453924,1.44,Căn hộ,,
,93.2,4,mid_range,Listing:43926137,,,Listing,43926137,5.77,Căn hộ,,
,218.9,6,luxury,Listing:45172791,,,Listing,45172791,14.79,Căn hộ,,
,53.8,1,affordable,Listing:44892271,,,Listing,44892271,1.37,Nhà phố,,
,98.9,4,mid_range,Listing:45102937,,,Listing,45102937,4.86,Nhà phố,,
,75.5,3,affordable,Listing:45095425,,,Listing,45095425,1.28,Nhà phố,,
,41.7,2,affordable,Listing:45095507,,,Listing,45095507,1.34,Căn hộ,,
,74.8,4,affordable,Listing:44706860,,,Listing,44706860,2.95,Biệt thự,,
,56.7,2,affordable,Listing:45171887,,,Listing,45171887,2.37,Căn hộ,,
,240.9,6,luxury,Listing:45172117,,,Listing,45172117,17.87,Nhà phố,,
,55.2,1,affordable,Listing:45171910,,,Listing,45171910,2.68,Nhà phố,,
,71.8,2,mid_range,Listing:45171934,,,Listing,45171934,3.22,Căn hộ,,
,88.5,3,mid_range,Listing:44631355,,,Listing,44631355,4.53,Căn hộ,,
,114.3,1,mid_range,Listing:43715977,,,Listing,43715977,6.43,Căn hộ,,
,49.7,2,affordable,Listing:45055545,,,Listing,45055545,1.95,Căn hộ,,
,97.2,3,affordable,Listing:44427897,,,Listing,44427897,2.99,Đất nền,,
,106.8,4,mid_range,Listing:44422861,,,Listing,44422861,6.51,Đất nền,,
,115.5,3,mid_range,Listing:44046077,,,Listing,44046077,6.45,Căn hộ,,
,58.3,1,affordable,Listing:43551199,,,Listing,43551199,2.91,Căn hộ,,
,79.7,3,affordable,Listing:45084721,,,Listing,45084721,2.03,Nhà phố,,
,55.7,2,mid_range,Listing:44463660,,,Listing,44463660,3.67,Căn hộ,,
,43.8,1,affordable,Listing:43679734,,,Listing,43679734,1.35,Căn hộ,,
,66.6,1,affordable,Listing:43847718,,,Listing,43847718,2.02,Căn hộ,,
,73.2,1,affordable,Listing:44562715,,,Listing,44562715,2.05,Đất nền,,
,68.6,2,affordable,Listing:44023941,,,Listing,44023941,2.24,Đất nền,,
,131.9,5,mid_range,Listing:44988147,,,Listing,44988147,7.53,Căn hộ,,
,55.3,2,affordable,Listing:44843130,,,Listing,44843130,2.01,Căn hộ,,
,62.7,2,affordable,Listing:44904039,,,Listing,44904039,2.85,Căn hộ,,
,35.9,3,affordable,Listing:44945503,,,Listing,44945503,2.25,Nhà phố,,
,49.7,4,affordable,Listing:45052937,,,Listing,45052937,2.73,Căn hộ,,
,62.0,4,affordable,Listing:44988313,,,Listing,44988313,2.21,Căn hộ,,
,57.1,3,affordable,Listing:45062392,,,Listing,45062392,1.96,Căn hộ,,
,146.8,5,mid_range,Listing:44945217,,,Listing,44945217,7.94,Căn hộ,,
,51.0,2,affordable,Listing:45072815,,,Listing,45072815,2.19,Đất nền,,
,51.8,2,affordable,Listing:45061945,,,Listing,45061945,2.29,Nhà phố,,
,343.6,6,luxury,Listing:44050164,,,Listing,44050164,24.84,Căn hộ,,
,61.0,3,affordable,Listing:44860566,,,Listing,44860566,1.27,Nhà phố,,
,131.0,6,mid_range,Listing:43345644,,,Listing,43345644,7.0,Nhà phố,,
,59.0,2,affordable,Listing:45158878,,,Listing,45158878,2.06,Căn hộ,,
,45.5,2,affordable,Listing:45024916,,,Listing,45024916,1.75,Đất nền,,
,63.4,6,mid_range,Listing:45260658,,,Listing,45260658,4.4,Nhà phố,,
,20.4,2,affordable,Listing:44910264,,,Listing,44910264,1.43,Căn hộ,,
,76.3,2,affordable,Listing:44315816,,,Listing,44315816,1.78,Đất nền,,
,67.1,3,affordable,Listing:45240187,,,Listing,45240187,2.49,Nhà phố,,
,70.8,4,mid_range,Listing:41685836,,,Listing,41685836,4.17,Đất nền,,
,312.3,6,luxury,Listing:45176664,,,Listing,45176664,22.26,Căn hộ,,
,382.2,6,luxury,Listing:45257389,,,Listing,45257389,28.48,Căn hộ,,
,52.0,2,affordable,Listing:45260073,,,Listing,45260073,2.49,Căn hộ,,
,113.0,3,mid_range,Listing:45221822,,,Listing,45221822,4.65,Căn hộ,,
,44.8,2,affordable,Listing:45118179,,,Listing,45118179,1.33,Căn hộ,,
,72.3,3,mid_range,Listing:45109833,,,Listing,45109833,3.96,Nhà phố,,
,25.5,1,affordable,Listing:44762633,,,Listing,44762633,2.22,Căn hộ,,
,84.2,1,mid_range,Listing:45139928,,,Listing,45139928,3.17,Đất nền,,
,83.8,1,affordable,Listing:45170694,,,Listing,45170694,2.89,Đất nền,,
,30.8,2,affordable,Listing:37920615,,,Listing,37920615,1.42,Đất nền,,
,99.4,5,mid_range,Listing:45214509,,,Listing,45214509,6.45,Nhà phố,,
,120.4,4,mid_range,Listing:45218797,,,Listing,45218797,7.78,Căn hộ,,
,127.2,4,mid_range,Listing:45188401,,,Listing,45188401,7.26,Nhà phố,,
,99.4,1,mid_range,Listing:45027406,,,Listing,45027406,5.49,Căn hộ,,
,55.2,3,affordable,Listing:42599412,,,Listing,42599412,2.48,Đất nền,,
,107.5,4,mid_range,Listing:45245657,,,Listing,45245657,6.83,Căn hộ,,
,121.8,4,mid_range,Listing:45266012,,,Listing,45266012,7.91,Căn hộ,,
,60.2,4,affordable,Listing:45266829,,,Listing,45266829,2.93,Căn hộ,,
,28.6,1,affordable,Listing:45171748,,,Listing,45171748,1.33,Đất nền,,
,55.7,2,affordable,Listing:45234494,,,Listing,45234494,1.35,Căn hộ,,
,61.6,2,mid_range,Listing:45251894,,,Listing,45251894,3.03,Nhà phố,,
,107.4,3,mid_range,Listing:45138363,,,Listing,45138363,6.48,Căn hộ,,
,77.1,0,affordable,Listing:45221020,,,Listing,45221020,1.24,Nhà phố,,
,43.2,3,affordable,Listing:45164769,,,Listing,45164769,1.45,Biệt thự,,
,296.2,6,luxury,Listing:44586946,,,Listing,44586946,23.22,Căn hộ,,
,83.0,2,mid_range,Listing:43695382,,,Listing,43695382,4.57,Nhà phố,,
,46.0,1,affordable,Listing:45246408,,,Listing,45246408,1.22,Căn hộ,,
,291.3,6,luxury,Listing:42423444,,,Listing,42423444,22.26,Biệt thự,,
,95.1,3,affordable,Listing:45164575,,,Listing,45164575,2.04,Căn hộ,,
,87.3,3,affordable,Listing:45233274,,,Listing,45233274,2.95,Nhà phố,,
,368.2,6,luxury,Listing:44945202,,,Listing,44945202,28.69,Căn hộ,,
,122.5,4,mid_range,Listing:45233008,,,Listing,45233008,6.15,Căn hộ,,
,34.9,3,affordable,Listing:45170798,,,Listing,45170798,1.7,Căn hộ,,
,188.5,6,luxury,Listing:45209347,,,Listing,45209347,15.22,Căn hộ,,
,82.8,2,mid_range,Listing:45232003,,,Listing,45232003,4.19,Căn hộ,,
,310.7,6,luxury,Listing:45191674,,,Listing,45191674,23.8,Đất nền,,
,51.8,3,affordable,Listing:44960303,,,Listing,44960303,1.57,Biệt thự,,
,82.3,3,mid_range,Listing:45227137,,,Listing,45227137,3.74,Căn hộ,,
,87.5,2,affordable,Listing:44285831,,,Listing,44285831,1.96,Nhà phố,,
,42.4,3,affordable,Listing:45176118,,,Listing,45176118,2.34,Căn hộ,,
,57.9,0,affordable,Listing:44708079,,,Listing,44708079,1.26,Căn hộ,,
,37.9,3,affordable,Listing:44869380,,,Listing,44869380,1.55,Đất nền,,
,62.3,2,affordable,Listing:45215745,,,Listing,45215745,1.83,Đất nền,,
,86.3,1,affordable,Listing:44490909,,,Listing,44490909,2.52,Căn hộ,,
,55.2,1,affordable,Listing:45195893,,,Listing,45195893,2.06,Căn hộ,,
,60.9,2,affordable,Listing:44085270,,,Listing,44085270,1.26,Căn hộ,,
,51.9,1,affordable,Listing:45188258,,,Listing,45188258,2.37,Căn hộ,,
,91.8,2,mid_range,Listing:45179572,,,Listing,45179572,3.66,Căn hộ,,
,104.3,5,mid_range,Listing:44391654,,,Listing,44391654,7.15,Căn hộ,,
,120.2,2,mid_range,Listing:43684389,,,Listing,43684389,6.64,Căn hộ,,
,46.3,3,affordable,Listing:45263166,,,Listing,45263166,1.43,Căn hộ,,
,63.4,1,affordable,Listing:45255723,,,Listing,45255723,1.94,Nhà phố,,
,52.6,0,affordable,Listing:43684138,,,Listing,43684138,1.83,Căn hộ,,
,68.8,3,affordable,Listing:45138441,,,Listing,45138441,2.87,Nhà phố,,
,63.3,2,affordable,Listing:45180580,,,Listing,45180580,1.46,Đất nền,,
,53.6,2,affordable,Listing:45266795,,,Listing,45266795,2.66,Nhà phố,,
,109.0,5,mid_range,Listing:44604418,,,Listing,44604418,6.81,Đất nền,,
,390.1,6,luxury,Listing:45132003,,,Listing,45132003,29.73,Nhà phố,,
,210.1,6,luxury,Listing:44041038,,,Listing,44041038,11.68,Căn hộ,,
,215.9,6,luxury,Listing:45271919,,,Listing,45271919,15.63,Nhà phố,,
,116.4,5,mid_range,Listing:45268389,,,Listing,45268389,6.94,Đất nền,,
,115.8,4,mid_range,Listing:45250947,,,Listing,45250947,7.9,Căn hộ,,
,56.8,4,affordable,Listing:45147770,,,Listing,45147770,2.78,Đất nền,,
,116.6,3,mid_range,Listing:45060998,,,Listing,45060998,4.36,Căn hộ,,
,46.2,2,affordable,Listing:45257856,,,Listing,45257856,1.95,Căn hộ,,
,41.6,2,affordable,Listing:44559172,,,Listing,44559172,1.32,Căn hộ,,
,79.6,3,affordable,Listing:44817698,,,Listing,44817698,1.69,Đất nền,,
,130.4,5,mid_range,Listing:44066956,,,Listing,44066956,5.82,Căn hộ,,
,41.2,3,affordable,Listing:45236779,,,Listing,45236779,1.73,Căn hộ,,
,124.5,5,mid_range,Listing:44838130,,,Listing,44838130,7.25,Nhà phố,,
,76.6,1,affordable,Listing:44624983,,,Listing,44624983,2.83,Đất nền,,
,49.0,2,affordable,Listing:45075817,,,Listing,45075817,2.04,Nhà phố,,
,143.8,3,mid_range,Listing:45075802,,,Listing,45075802,6.6,Căn hộ,,
,92.5,3,mid_range,Listing:45019732,,,Listing,45019732,3.68,Căn hộ,,
,20.0,2,affordable,Listing:44562429,,,Listing,44562429,1.68,Căn hộ,,
,97.9,4,mid_range,Listing:45072577,,,Listing,45072577,5.3,Biệt thự,,
,118.6,5,mid_range,Listing:45255747,,,Listing,45255747,7.31,Nhà phố,,
,81.2,1,affordable,Listing:45236207,,,Listing,45236207,1.22,Căn hộ,,
,68.6,1,affordable,Listing:45071367,,,Listing,45071367,1.26,Căn hộ,,
,31.9,2,affordable,Listing:44753008,,,Listing,44753008,1.24,Nhà phố,,
,93.6,4,mid_range,Listing:45231504,,,Listing,45231504,3.72,Nhà phố,,
,172.6,6,luxury,Listing:44106049,,,Listing,44106049,11.07,Đất nền,,
,60.7,3,affordable,Listing:45252747,,,Listing,45252747,2.25,Nhà phố,,
,47.9,1,affordable,Listing:43698090,,,Listing,43698090,1.4,Nhà phố,,
,84.6,1,affordable,Listing:43775385,,,Listing,43775385,2.52,Nhà phố,,
,92.3,3,mid_range,Listing:44574182,,,Listing,44574182,4.54,Nhà phố,,
,60.7,3,affordable,Listing:44949894,,,Listing,44949894,2.43,Nhà phố,,
,68.2,2,affordable,Listing:45256206,,,Listing,45256206,2.82,Căn hộ,,
,36.0,2,affordable,Listing:45124344,,,Listing,45124344,1.27,Nhà phố,,
,76.3,2,affordable,Listing:44522419,,,Listing,44522419,2.83,Biệt thự,,
,347.8,6,luxury,Listing:44014157,,,Listing,44014157,25.51,Nhà phố,,
,315.5,6,luxury,Listing:44963713,,,Listing,44963713,22.87,Nhà phố,,
,31.6,3,affordable,Listing:45091488,,,Listing,45091488,2.2,Đất nền,,
